biosample_id,Cas12g,Cas13i,Cas12e,Cas13d,Cas3HD,Cas9,Cas3d,Cas10,Cas12d,Cas12c,Cas10d,Cas13f,Cas12k,Cas12b,Cas3,Cas12a,Cas12f,Cas13b,Cas12m,Cas3-Cas2
SAMN05216365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN04488601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
SAMN04488006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05660874,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAMN02787099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN02787087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05444972,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
SAMN05421668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN04487956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05421857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05216552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05216480,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN04488527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN04487886,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
SAMN05216508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05421543,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SAMN02799631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA4534506,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05216414,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN02910447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN02910323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA4548191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMEA4548673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN04487832,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN04244547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA4548672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN02745752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA4535100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMEA4548139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMEA4520409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMEA4555194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA4520407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMEA4520415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMEA4520411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMEA4520412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMEA4520414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMEA4555189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMEA4520410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMEA4554850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA4555081,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMEA4520408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMEA4520413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMEA4555314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SAMEA4555316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA4555318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA4555320,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
SAMEA4555319,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA4554505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMEA4553731,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMEA4553728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMEA4555797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA4555798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA4555823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA4555839,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMEA4555840,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMEA4555867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA4555868,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA4553759,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05878438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMN02746064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05444405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN02745148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMN02745784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN02745117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMN02746089,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
SAMN02745195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN02745133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN02745190,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05443633,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05878249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMN02746091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05444392,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
SAMN05443638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
SAMN05444320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN04488048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05444288,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05720760,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05444364,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05216361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05444147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05444166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05444368,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05443373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05720766,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05443636,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05444671,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN02745221,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAMN04488530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN04488068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMN05421807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN04488135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMN02745177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN02745135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN02745196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN02745180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA17980918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
SAMEA4545687,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05216246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05444724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMN02745170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN02745163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05444280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN04487911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05444350,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN02745219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05444363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05519226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05444337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05444401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05444373,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
SAMN02745176,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05444142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN04488028,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SAMN02745248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
SAMN02744037,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
SAMN02745227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN02745883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN04488492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SAMN05192556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMN05444342,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05443637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN02745123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN04488087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05444267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05720469,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05720762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05720759,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
SAMN05720764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05216582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMN05720468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05661008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05444407,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN04515649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05216428,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05444360,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SAMN04488494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SAMN05878442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMN05878437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05216311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05444722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05878281,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05660826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05443668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN04515650,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05216200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05421769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMEA4545681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05444395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN02743940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
SAMN02745215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMEA21225418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
SAMN02745217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN02745172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA33079168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
SAMEA37054168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMEA37237918,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
SAMN02949497,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAMEA47265418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMEA47264668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA47482918,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
SAMEA47419168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA47263918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA17756668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA17745418,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAMEA18122668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMEA48328168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMEA48205918,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA48260668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SAMEA48316168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA46071418,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05880582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05880555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05421797,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05880590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05880573,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05880558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMN05920897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05421682,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05421689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05421641,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05421833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05421778,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAMN05880570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05421752,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN02745664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05421849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05421639,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05421768,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN05421779,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05421790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05421580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05421796,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05421795,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05421786,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SAMN05421799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05421776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA49226668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA50774668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMEA50734918,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMEA3505341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
SAMEA3505343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
SAMEA3505351,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
SAMEA3505346,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
SAMEA3505348,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
SAMEA3505349,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
SAMEA3505347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
SAMEA3505345,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
SAMEA3505344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
SAMEA53329168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMEA3505342,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
SAMEA1569904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN12871445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN10177966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN10177963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN08442961,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN08442959,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN08442958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN08442960,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN08442957,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN08442956,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN08442953,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN08442952,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN08442951,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN08442948,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN08442946,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN10177961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN12289419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN12289293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMN12289356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMN12289303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMN12795005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN05828177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
SAMN12908310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN12605118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SAMN12714331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMD00169712,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAMD00184870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMD00035864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMD00184569,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
SAMD00168433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMD00168434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMD00171892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN12904850,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN12904854,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN12896691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN11333171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN11944045,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SAMN11944042,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SAMN11943807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN11943805,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
SAMN10797496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAMN11944591,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SAMN11944589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN11944590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN11944588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN11944601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN11944599,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SAMN11944600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN10458637,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN11944611,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN11944614,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN11944610,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN11944609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN11944619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN11944620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN11944615,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN11944604,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN11944602,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN11944605,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN11944603,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMD00156898,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
SAMD00184872,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMD00143594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMD00180048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMN13016515,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAMN12991200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMN12991193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMN12982849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN12770268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMN12795365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN12916230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN12989727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN13016827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN12422658,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN12840021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMN10623050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMN10640308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
